periodo,per acertos,per total,moves,n acertos,n erros,open,close,high,low,fitnesst,wint,param0,param1,param2,param3
307,100.0,0.006093272586358915,2,2,0,14327.048612817263,14414.347225373174,14414.347225373174,14327.048612817263,2.3636363636363633,75.0,12,8,50,2
308,100.0,0.0034839117336404597,1,1,0,14414.347225373174,14464.56553880442,14464.56553880442,14414.347225373174,2.4878787878787882,70.83333333333334,12,8,60,2
309,100.0,0.005709798804821281,2,2,0,14464.56553880442,14547.155297830144,14547.155297830144,14464.56553880442,2.422314049586777,72.72727272727273,8,12,48,2
310,50.0,-0.004881302403463956,2,1,1,14547.155297830144,14476.146233711283,14597.161986458494,14476.146233711283,2.3487012987012985,71.42857142857143,12,8,54,2
311,0.0,-0.007738493360194883,1,0,1,14476.146233711283,14364.122672200498,14476.146233711283,14364.122672200498,2.414822134387352,69.56521739130434,9,10,18,2
312,66.66666666666666,-0.00034533404520788744,3,2,1,14364.122672200498,14359.162251612244,14419.729594480003,14305.07656757376,2.7039184952978057,68.96551724137932,12,6,57,1
313,100.0,0.003540265509282747,1,1,0,14359.162251612244,14409.997498473822,14409.997498473822,14359.162251612244,1.9909090909090907,87.5,41,13,18,2
314,100.0,0.003498187448964612,1,1,0,14409.997498473822,14460.406370862594,14460.406370862594,14409.997498473822,2.558741258741259,69.23076923076923,6,31,18,2
316,100.0,0.014077667326727814,4,4,0,14460.406370862594,14663.975161160894,14663.975161160894,14460.406370862594,2.6294612794612795,70.37037037037037,31,6,7,2
317,50.0,-0.005203915065338986,2,1,1,14663.975161160894,14587.665079901972,14663.975161160894,14543.036249170262,2.559090909090909,72.0,6,32,8,2
318,100.0,0.0032896058587222428,1,1,0,14587.665079901972,14635.652748413895,14635.652748413895,14587.665079901972,2.7039184952978057,68.96551724137932,6,31,7,2
319,100.0,0.0030243511198556642,1,1,0,14635.652748413895,14679.91610119338,14679.91610119338,14635.652748413895,2.6294612794612795,70.37037037037037,6,32,33,2
320,100.0,0.006939179901471793,2,2,0,14679.91610119338,14781.782679958073,14781.782679958073,14679.91610119338,2.559090909090909,72.0,8,5,15,4
321,0.0,-0.008076993672268174,1,0,1,14781.782679958073,14662.390314787208,14781.782679958073,14662.390314787208,2.415151515151515,83.33333333333334,37,5,5,4
